Borough,Contributing Factor 1,Contributing Factor 2,Cross Street Name,Hour of the Day,Date,Latitude,Location,Longitude,# Persons Injured,# Persons Killed,# Records,Street Name,Time,Vehicle Type 1,Vehicle Type 2,Zip Code
MANHATTAN,Unspecified,Unspecified,,12,9/3/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,BICYCLE,10022
QUEENS,Unspecified,Unspecified,31 STREET,12,9/3/2016,,,,0,0,1,31 AVENUE,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11106
QUEENS,Unspecified,Unspecified,,13,9/3/2016,,,,0,0,1,,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11040
QUEENS,Unspecified,Unspecified,164 STREET,13,9/3/2016,,,,0,0,1,69 AVENUE,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11365
STATEN ISLAND,Unspecified,,PENN AVENUE,13,9/3/2016,,,,0,0,1,FALCON AVENUE,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,,10306
Unspecified,Unspecified,Unspecified,,13,9/3/2016,40.8083402,"(40.8083402, -73.9277413)",-73.9277413,0,0,1,,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,3 AVENUE,14,9/3/2016,,,,0,0,1,BAY RIDGE PARKWAY,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11209
MANHATTAN,Unspecified,Unspecified,EAST 76 STREET,15,9/3/2016,,,,0,0,1,5 AVENUE,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10021
Unspecified,Unspecified,Unspecified,REID AVENUE,16,9/3/2016,,,,0,0,1,FULTON STREET,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,BICYCLE,
Unspecified,Driver Inattention/Distraction,,,16,9/3/2016,,,,0,0,1,FULTON STREET,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,16,9/3/2016,,,,0,0,1,MARCY AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,16,9/3/2016,,,,0,0,1,NOSTRAND AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,,
Unspecified,Unspecified,,new york avenue,16,9/3/2016,,,,0,0,1,perimeter road,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,,
QUEENS,Unspecified,Unspecified,FARMERS BOULEVARD,16,9/3/2016,,,,3,0,1,SOUTH CONDUIT AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11434
Unspecified,Unspecified,,,18,9/3/2016,,,,0,0,1,,12/30/1899 6:09:00 PM,PASSENGER VEHICLE,,
QUEENS,View Obstructed/Limited,Unspecified,,9,3/7/2017,40.658657,"(40.658657, -73.771996)",-73.771996,0,0,1,,12/30/1899 9:30:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11434
Unspecified,Backing Unsafely,Unspecified,,9,3/7/2017,40.75539,"(40.75539, -73.828285)",-73.828285,0,0,1,MAPLE AVENUE,12/30/1899 9:30:00 AM,,,
BROOKLYN,Following Too Closely,Unspecified,LEWIS AVENUE,9,3/7/2017,40.696686,"(40.696686, -73.9378)",-73.9378,1,0,1,MYRTLE AVENUE,12/30/1899 9:35:00 AM,PASSENGER VEHICLE,,11206
MANHATTAN,Backing Unsafely,Unspecified,WEST 91 STREET,9,3/7/2017,40.79207,"(40.79207, -73.97554)",-73.97554,0,0,1,WEST END AVENUE,12/30/1899 9:45:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10024
Unspecified,Turning Improperly,Unspecified,,9,3/7/2017,40.820095,"(40.820095, -73.955086)",-73.955086,0,0,1,BROADWAY,12/30/1899 9:45:00 AM,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,
MANHATTAN,Unspecified,,MADISON AVENUE,9,3/7/2017,40.769844,"(40.769844, -73.96686)",-73.96686,0,0,1,EAST 69 STREET,12/30/1899 9:48:00 AM,TAXI,,10021
MANHATTAN,Unspecified,,YORK AVENUE,9,3/7/2017,40.760536,"(40.760536, -73.95836)",-73.95836,0,0,1,EAST 62 STREET,12/30/1899 9:48:00 AM,PASSENGER VEHICLE,,10065
BRONX,Traffic Control Disregarded,Unspecified,TIFFANY STREET,9,3/7/2017,40.817875,"(40.817875, -73.89333)",-73.89333,0,0,1,BRUCKNER BOULEVARD,12/30/1899 9:50:00 AM,PASSENGER VEHICLE,,10459
Unspecified,Following Too Closely,Unspecified,,9,2/7/2017,40.765354,"(40.765354, -73.81733)",-73.81733,0,0,1,NORTHERN BOULEVARD,12/30/1899 9:30:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
BRONX,Unspecified,Unspecified,EAST 182 STREET,19,9/3/2016,,,,0,0,1,GRAND CONCOURSE,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10453
MANHATTAN,Unspecified,Unspecified,EAST 125 STREET,19,9/3/2016,,,,0,0,1,LEXINGTON AVENUE,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,BICYCLE,10035
QUEENS,Unspecified,Unspecified,38 AVENUE,19,9/3/2016,,,,0,0,1,150 STREET,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11354
BROOKLYN,Unspecified,Unspecified,8 AVENUE,20,9/3/2016,,,,0,0,1,65 STREET,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11220
BROOKLYN,Unspecified,Unspecified,,20,9/3/2016,,,,0,0,1,,12/30/1899 8:09:00 PM,VAN,PASSENGER VEHICLE,11228
QUEENS,Unspecified,Unspecified,101 STREET,20,9/3/2016,,,,0,0,1,JAMAICA AVENUE,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11418
QUEENS,Unspecified,Unspecified,89 STREET,20,9/3/2016,,,,2,0,1,101 AVENUE,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11416
Unspecified,Unspecified,Unspecified,,20,9/3/2016,,,,2,0,1,MERRICK BOULEVARD,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Backing Unsafely,Alcohol Involvement,NEWPORT STREET,20,9/3/2016,,,,6,0,1,ROCKAWAY AVENUE,12/30/1899 8:09:00 PM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11212
BROOKLYN,Backing Unsafely,Unspecified,DE WITT AVENUE,9,3/7/2017,40.656116,"(40.656116, -73.89666)",-73.89666,0,0,1,HINSDALE STREET,12/30/1899 9:50:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11207
Unspecified,Turning Improperly,Unspecified,,9,3/7/2017,40.712055,"(40.712055, -73.96615)",-73.96615,0,0,1,SOUTH 5 STREET,12/30/1899 9:50:00 AM,PASSENGER VEHICLE,,
Unspecified,Driver Inattention/Distraction,Unspecified,,9,3/7/2017,40.806343,"(40.806343, -73.93318)",-73.93318,0,0,1,,12/30/1899 9:57:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
Unspecified,Unspecified,Unspecified,,0,3/6/2017,40.843002,"(40.843002, -73.90359)",-73.90359,0,0,1,WEBSTER AVENUE,12/30/1899 12:00:00 AM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,0,3/6/2017,40.623474,"(40.623474, -74.16397)",-74.16397,0,0,1,,12/30/1899 12:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Turning Improperly,Unspecified,10 AVENUE,10,3/6/2017,40.759624,"(40.759624, -73.99548)",-73.99548,0,0,1,WEST 42 STREET,12/30/1899 10:14:00 AM,PASSENGER VEHICLE,TAXI,10036
Unspecified,Driver Inattention/Distraction,,,10,3/6/2017,40.757145,"(40.757145, -73.99357)",-73.99357,1,0,1,WEST 40 STREET,12/30/1899 10:30:00 AM,,,
BROOKLYN,Backing Unsafely,Unspecified,,9,2/7/2017,40.685905,"(40.685905, -73.94021)",-73.94021,0,0,1,,12/30/1899 9:50:00 AM,PASSENGER VEHICLE,PICK-UP TRUCK,11221
Unspecified,Driver Inexperience,Unspecified,CROSS BRONX EXPRESSWAY,9,2/7/2017,40.843994,"(40.843994, -73.89752)",-73.89752,0,0,1,3 AVENUE,12/30/1899 9:50:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
Unspecified,Driver Inexperience,Unspecified,,9,2/7/2017,40.762825,"(40.762825, -73.93398)",-73.93398,0,0,1,34 AVENUE,12/30/1899 9:54:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
BROOKLYN,Lost Consciousness,Unspecified,,9,2/7/2017,40.63968,"(40.63968, -73.96892)",-73.96892,2,0,1,,12/30/1899 9:55:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11218
QUEENS,Driver Inattention/Distraction,Unspecified,73 STREET,0,2/6/2017,40.703995,"(40.703995, -73.877106)",-73.877106,3,0,1,COOPER AVENUE,12/30/1899 12:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11385
BRONX,Unspecified,Unspecified,EAST 135 STREET,21,9/3/2016,,,,0,0,1,WILLIS AVENUE,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10454
BRONX,Unspecified,Unspecified,EAST 175 STREET,21,9/3/2016,,,,0,0,1,TOPPING AVENUE,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),10457
BROOKLYN,Unspecified,,BELMONT AVENUE,21,9/3/2016,,,,1,0,1,HEMLOCK STREET,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,,11208
BRONX,Unspecified,Unspecified,,22,9/3/2016,,,,0,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10462
BROOKLYN,Unspecified,Unspecified,SARATOGA AVENUE,22,9/3/2016,,,,0,0,1,RIVERDALE AVENUE,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11212
BROOKLYN,Unspecified,Unspecified,BERGEN STREET,22,9/3/2016,,,,0,0,1,ROGERS AVENUE,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11216
BROOKLYN,Unspecified,Unspecified,,22,9/3/2016,,,,0,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11230
MANHATTAN,Unspecified,Unspecified,,22,9/3/2016,,,,0,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10040
Unspecified,Unspecified,Unspecified,,22,9/3/2016,,,,0,0,1,9 AVENUE,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,VAN,
Unspecified,Unspecified,Unspecified,PRINCE STREET,22,9/3/2016,,,,0,0,1,PRINCE STREET,12/30/1899 10:09:00 PM,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,22,9/3/2016,,,,0,0,1,ROCKAWAY PARKWAY,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,,,22,9/3/2016,,,,1,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,,10473
BROOKLYN,Unspecified,Unspecified,SAINT MARKS AVENUE,22,9/3/2016,,,,1,0,1,BUFFALO AVENUE,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11213
BROOKLYN,Unspecified,Unspecified,7 AVENUE,23,9/3/2016,,,,0,0,1,65 STREET,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11220
MANHATTAN,Unspecified,Unspecified,THOMPSON STREET,23,9/3/2016,,,,0,0,1,GRAND STREET,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10013
Unspecified,Following Too Closely,Unspecified,,0,3/6/2017,40.584774,"(40.584774, -73.96011)",-73.96011,0,0,1,,12/30/1899 12:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Failure to Yield Right-of-Way,Unspecified,25 AVENUE,0,3/6/2017,40.7749,"(40.7749, -73.803894)",-73.803894,1,0,1,160 STREET,12/30/1899 12:00:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11357
QUEENS,Unspecified,,CENTER BOULEVARD,0,3/6/2017,,,,0,0,1,50 AVENUE,12/30/1899 12:01:00 AM,PICK-UP TRUCK,,11101
Unspecified,Passing or Lane Usage Improper,Unspecified,,0,3/6/2017,40.74297,"(40.74297, -73.87568)",-73.87568,0,0,1,43 AVENUE,12/30/1899 12:10:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
BROOKLYN,Driver Inattention/Distraction,Unspecified,14 STREET,0,3/6/2017,40.670338,"(40.670338, -73.9975)",-73.9975,0,0,1,HAMILTON AVENUE,12/30/1899 12:19:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11215
BROOKLYN,Unspecified,Unspecified,14 AVENUE,0,3/6/2017,40.638733,"(40.638733, -73.98468)",-73.98468,0,0,1,40 STREET,12/30/1899 12:25:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11218
QUEENS,Unspecified,Unspecified,34 AVENUE,0,3/6/2017,40.754414,"(40.754414, -73.87854)",-73.87854,0,0,1,89 STREET,12/30/1899 12:27:00 AM,PASSENGER VEHICLE,BICYCLE,11372
MANHATTAN,Unspecified,Unspecified,EAST 132 STREET,10,3/6/2017,40.8095,"(40.8095, -73.93583)",-73.93583,0,0,1,PARK AVENUE,12/30/1899 10:10:00 AM,PASSENGER VEHICLE,,10037
BROOKLYN,Unspecified,,EAST 10 STREET,10,3/6/2017,40.624653,"(40.624653, -73.96618)",-73.96618,0,0,1,AVENUE J,12/30/1899 10:16:00 AM,PASSENGER VEHICLE,,11230
Unspecified,Traffic Control Disregarded,Unspecified,,10,3/6/2017,40.602806,"(40.602806, -74.062874)",-74.062874,0,0,1,,12/30/1899 10:20:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Unspecified,Unspecified,QUEENS MIDTOWN TUNNEL ENTRANCE,23,9/3/2016,,,,0,0,1,EAST 37 STREET,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10016
MANHATTAN,Unspecified,Unspecified,,23,9/3/2016,,,,0,0,1,,12/30/1899 11:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10016
BROOKLYN,Unspecified,Unspecified,,4,9/3/2016,,,,2,0,1,,12/30/1899 4:09:00 AM,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,11236
Unspecified,Unspecified,,,5,9/3/2016,40.6929384,"(40.6929384, -73.8777598)",-73.8777598,0,0,1,,12/30/1899 5:09:00 AM,PASSENGER VEHICLE,,
QUEENS,Unspecified,Unspecified,,8,9/3/2016,,,,0,0,1,,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11420
BROOKLYN,Unspecified,Unspecified,,9,9/3/2016,,,,0,0,1,,12/30/1899 9:09:00 AM,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,11233
Unspecified,Aggressive Driving/Road Rage,Unspecified,,10,3/6/2017,40.60545,"(40.60545, -73.89856)",-73.89856,0,0,1,,12/30/1899 10:20:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,LAFAYETTE STREET,10,3/6/2017,,,,0,0,1,FLATBUSH AVENUE EXTENSION,12/30/1899 10:24:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11201
QUEENS,Traffic Control Disregarded,Unspecified,NORTHERN BOULEVARD,10,3/6/2017,40.75624,"(40.75624, -73.87887)",-73.87887,0,0,1,89 STREET,12/30/1899 10:25:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11372
QUEENS,Driver Inattention/Distraction,,ROOSEVELT AVENUE,10,3/6/2017,40.74662,"(40.74662, -73.89359)",-73.89359,1,0,1,72 STREET,12/30/1899 10:25:00 AM,TAXI,,11372
BROOKLYN,Unspecified,,,10,3/6/2017,40.638058,"(40.638058, -73.96967)",-73.96967,0,0,1,,12/30/1899 10:27:00 AM,SPORT UTILITY / STATION WAGON,,11218
BROOKLYN,Unspecified,,,10,3/6/2017,40.666656,"(40.666656, -73.981766)",-73.981766,0,0,1,,12/30/1899 10:30:00 AM,PICK-UP TRUCK,,11215
BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,DOUGLASS STREET,10,3/6/2017,40.68443,"(40.68443, -73.99491)",-73.99491,0,0,1,COURT STREET,12/30/1899 10:30:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11231
MANHATTAN,Driver Inattention/Distraction,Unspecified,,10,3/6/2017,40.743793,"(40.743793, -73.99217)",-73.99217,0,0,1,,12/30/1899 10:30:00 AM,TAXI,TAXI,10010
QUEENS,Backing Unsafely,Unspecified,147 PLACE,10,3/6/2017,40.698692,"(40.698692, -73.8057)",-73.8057,0,0,1,95 AVENUE,12/30/1899 10:30:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11435
QUEENS,Unspecified,Unspecified,,9,9/3/2016,,,,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11420
Unspecified,Unspecified,Unspecified,,9,9/3/2016,,,,0,0,1,MADISON AVENUE,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Unspecified,Unspecified,,9,9/3/2016,,,,1,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11413
Unspecified,Unspecified,,EAST TREMONT AVENUE,9,9/3/2016,,,,1,0,1,BRUCKNER BOULEVARD,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,20 AVENUE,9,9/3/2016,,,,1,0,1,WHITESTONE EXPRESSWAY,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,BICYCLE,
Unspecified,Unspecified,Unspecified,,0,9/2/2016,,,,0,0,1,FLATBUSH AVENUE,12/30/1899 12:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,0,9/2/2016,,,,0,0,1,FLUSHING AVENUE,12/30/1899 12:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,,,0,9/2/2016,,,,1,0,1,41 AVENUE,12/30/1899 12:09:00 AM,PASSENGER VEHICLE,,
BROOKLYN,Other Vehicular,Unspecified,RUTLAND ROAD,10,9/2/2016,,,,0,0,1,UTICA AVENUE,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11203
Unspecified,Driver Inexperience,Unspecified,,10,3/6/2017,40.667477,"(40.667477, -73.95623)",-73.95623,0,0,1,BEDFORD AVENUE,12/30/1899 10:36:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
STATEN ISLAND,Driver Inattention/Distraction,Unspecified,HYATT STREET,10,3/6/2017,40.641586,"(40.641586, -74.0779)",-74.0779,0,0,1,SAINT MARKS PLACE,12/30/1899 10:40:00 AM,FIRE TRUCK,PASSENGER VEHICLE,10301
MANHATTAN,Unspecified,,8 AVENUE,10,3/6/2017,40.747204,"(40.747204, -73.99711)",-73.99711,0,0,1,WEST 26 STREET,12/30/1899 10:45:00 AM,PASSENGER VEHICLE,,10001
Unspecified,Passing or Lane Usage Improper,Passing or Lane Usage Improper,CARLTON AVENUE,10,3/6/2017,40.69325,"(40.69325, -73.972916)",-73.972916,1,0,1,MYRTLE AVENUE,12/30/1899 10:48:00 AM,MOTORCYCLE,PASSENGER VEHICLE,
BROOKLYN,Driver Inattention/Distraction,,,10,3/6/2017,40.577477,"(40.577477, -73.968285)",-73.968285,0,0,1,,12/30/1899 10:50:00 AM,,,11235
BROOKLYN,Unspecified,Unspecified,VAN BRUNT STREET,11,3/6/2017,40.67733,"(40.67733, -74.01293)",-74.01293,0,0,1,WOLCOTT STREET,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11231
Unspecified,Driver Inattention/Distraction,Driver Inattention/Distraction,,11,3/6/2017,40.608852,"(40.608852, -74.15334)",-74.15334,0,0,1,,12/30/1899 11:30:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
Unspecified,Driver Inattention/Distraction,Unspecified,,13,3/6/2017,40.671585,"(40.671585, -73.99843)",-73.99843,0,0,1,,12/30/1899 1:00:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
Unspecified,Backing Unsafely,Unspecified,,11,2/6/2017,40.756035,"(40.756035, -73.751396)",-73.751396,0,0,1,230 STREET,12/30/1899 11:00:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
MANHATTAN,Unspecified,Unspecified,,10,9/2/2016,,,,0,0,1,,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10013
MANHATTAN,Unspecified,Unspecified,LEXINGTON AVENUE,10,9/2/2016,,,,0,0,1,EAST 80 STREET,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),10075
QUEENS,Unspecified,Unspecified,36 STREET,10,9/2/2016,,,,0,0,1,48 AVENUE,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11101
QUEENS,Unspecified,Unspecified,,10,9/2/2016,,,,0,0,1,,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11422
STATEN ISLAND,Unspecified,Unspecified,,10,9/2/2016,,,,0,0,1,,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10304
Unspecified,Unspecified,Unspecified,,10,9/2/2016,,,,0,0,1,5 AVENUE,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,10,9/2/2016,,,,0,0,1,58 STREET,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,10,9/2/2016,,,,0,0,1,EAST 18 STREET,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,ULMER STREET,10,9/2/2016,,,,0,0,1,WHITESTONE EXPRESSWAY,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,10,9/2/2016,40.6078158,"(40.6078158, -74.1408121)",-74.1408121,0,0,1,,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,10,9/2/2016,40.7541513,"(40.7541513, -73.7228746)",-73.7228746,0,0,1,,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,,,11,9/2/2016,,,,0,0,1,,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,,10457
QUEENS,Unspecified,Unspecified,97 STREET,11,9/2/2016,,,,0,0,1,HORACE HARDING EXPRESSWAY,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11374
Unspecified,Unspecified,Unspecified,,11,9/2/2016,,,,0,0,1,18 AVENUE,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,11,9/2/2016,,,,0,0,1,190 STREET,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,,12,9/2/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10462
BROOKLYN,Unspecified,Unspecified,,12,9/2/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,MOTORCYCLE,PASSENGER VEHICLE,11213
QUEENS,Unspecified,Unspecified,,12,9/2/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11413
Unspecified,Unspecified,Unspecified,,12,9/2/2016,,,,0,0,1,WEST 12 STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),
Unspecified,Unspecified,Unspecified,,12,9/2/2016,,,,0,0,1,WEST 48 STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,BICYCLE,
Unspecified,Unspecified,Unspecified,,12,9/2/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,12,9/2/2016,40.7437684,"(40.7437684, -73.8374664)",-73.8374664,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,12,9/2/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,,
BRONX,Unspecified,Unspecified,,12,9/2/2016,,,,1,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,MOTORCYCLE,10458
BRONX,Unspecified,Unspecified,,12,9/2/2016,,,,1,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10460
BRONX,Unspecified,,,12,9/2/2016,,,,1,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,,10471
Unspecified,Unspecified,Unspecified,,12,9/2/2016,,,,1,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,12,9/2/2016,40.72616,"(40.72616, -73.76698)",-73.76698,0,0,1,,12/30/1899 12:40:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Unspecified,,87 ROAD,13,9/2/2016,40.707363,"(40.707363, -73.80695)",-73.80695,0,0,1,150 STREET,12/30/1899 1:05:00 PM,PASSENGER VEHICLE,,11435
BRONX,Unspecified,Unspecified,EAST 166 STREET,13,9/2/2016,,,,0,0,1,SHERMAN AVENUE,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10456
BRONX,Unspecified,Unspecified,,13,9/2/2016,,,,0,0,1,,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,,10462
BROOKLYN,Unspecified,Unspecified,EAST NEW YORK AVENUE,13,9/2/2016,,,,0,0,1,SCHENECTADY AVENUE,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11203
Unspecified,Unspecified,Unspecified,,13,9/2/2016,40.6916827,"(40.6916827, -73.9993335)",-73.9993335,0,0,1,,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,13,9/2/2016,40.7223457,"(40.7223457, -73.7771606)",-73.7771606,0,0,1,,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,13,9/2/2016,40.8516622,"(40.8516622, -73.9213862)",-73.9213862,0,0,1,,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,16,7/26/2016,,,,2,0,1,EAST 13 STREET,12/30/1899 4:00:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
